Year,Month,Day,Time,Min,Sec,Radiation(Ldown-Lup)(Wm^2)
2021,10,21,3,30,0,-7.576
2021,10,21,19,30,0,-2.9243
2021,10,21,19,40,0,-2.7365
2021,10,21,19,50,0,-2.2909
2021,10,21,20,0,0,-1.9629
2021,10,21,20,10,0,-2.268
2021,10,21,20,20,0,-2.3135
2021,10,21,20,30,0,-2.8642
2021,10,21,20,40,0,-2.0821
2021,10,21,20,50,0,-2.389
2021,10,21,21,0,0,-3.3678
2021,10,21,21,10,0,-2.6668
2021,10,21,21,20,0,-2.5347
2021,10,21,21,30,0,-3.2807
2021,10,21,21,40,0,-2.8303
2021,10,21,21,50,0,-2.4927
2021,10,21,22,0,0,-2.2528
2021,10,21,22,10,0,-2.6156
2021,10,21,22,20,0,-2.6536
2021,10,21,22,30,0,-2.672
2021,10,21,22,40,0,-2.7455
2021,10,21,22,50,0,-2.4321
2021,10,21,23,0,0,-2.3132
2021,10,21,23,10,0,-3.1799
2021,10,21,23,20,0,-2.415
2021,10,21,23,30,0,-2.2129
2021,10,21,23,40,0,-2.2781
2021,10,21,23,50,0,-3.3091
2021,10,22,0,0,0,-3.115
2021,10,22,0,10,0,-3.484
2021,10,22,0,20,0,-3.0138
2021,10,22,0,30,0,-3.4582
2021,10,22,0,40,0,-3.2639
2021,10,22,0,50,0,-3.3784
2021,10,22,1,0,0,-2.7908
2021,10,22,1,10,0,-2.8901
2021,10,22,1,20,0,-2.8651
2021,10,22,1,30,0,-2.8071
2021,10,22,1,40,0,-2.32
2021,10,22,1,50,0,-2.192
2021,10,22,2,0,0,-2.1397
2021,10,22,2,10,0,-2.2434
2021,10,22,2,20,0,-2.187
2021,10,22,2,30,0,-3.159
2021,10,22,2,40,0,-2.3199
2021,10,22,2,50,0,-2.1627
2021,10,22,3,0,0,-2.1985
2021,10,22,3,10,0,-1.8362
2021,10,22,3,20,0,-2.1623
2021,10,22,3,30,0,-1.9861
2021,10,22,19,30,0,-5.4581
2021,10,22,19,40,0,-5.4327
2021,10,22,19,50,0,-4.3506
2021,10,22,20,0,0,-3.4663
2021,10,22,20,10,0,-4.4862
2021,10,22,20,20,0,-2.7246
2021,10,22,20,30,0,-1.9587
2021,10,22,20,40,0,-1.7858
2021,10,22,20,50,0,-3.602
2021,10,22,21,0,0,-2.4532
2021,10,22,21,10,0,-2.6974
2021,10,22,21,20,0,-2.218
2021,10,22,21,30,0,-1.9835
2021,10,22,21,40,0,-2.1968
2021,10,22,21,50,0,-2.5589
2021,10,22,22,0,0,-5.5237
2021,10,22,22,10,0,-4.0713
2021,10,22,22,20,0,-4.715
2021,10,22,22,30,0,-4.7836
2021,10,22,22,40,0,-4.4778
2021,10,22,22,50,0,-4.971
2021,10,22,23,0,0,-4.8517
2021,10,22,23,10,0,-5.4187
2021,10,22,23,20,0,-5.4329
2021,10,22,23,30,0,-5.7266
2021,10,22,23,40,0,-5.7532
2021,10,22,23,50,0,-5.2871
2021,10,23,0,0,0,-5.5346
2021,10,23,0,10,0,-5.1685
2021,10,23,0,20,0,-5.3808
2021,10,23,0,30,0,-5.1931
2021,10,23,0,40,0,-5.32
2021,10,23,0,50,0,-5.2318
2021,10,23,1,0,0,-5.3869
2021,10,23,1,10,0,-5.4019
2021,10,23,1,20,0,-5.6732
2021,10,23,1,30,0,-5.4249
2021,10,23,1,40,0,-5.1231
2021,10,23,1,50,0,-5.6651
2021,10,23,2,0,0,-4.7176
2021,10,23,2,10,0,-3.7835
2021,10,23,2,20,0,-3.6821
2021,10,23,2,30,0,-3.4643
2021,10,23,2,40,0,-3.9483
2021,10,23,2,50,0,-3.8945
2021,10,23,3,0,0,-3.854
2021,10,23,3,10,0,-3.8075
2021,10,23,3,20,0,-3.5455
2021,10,23,3,30,0,-3.6341
2021,10,23,19,30,0,-3.1297
2021,10,23,19,40,0,-3.5997
2021,10,23,19,50,0,-3.061
2021,10,23,20,0,0,-2.7412
2021,10,23,20,10,0,-3.9243
2021,10,23,20,20,0,-3.3786
2021,10,23,20,30,0,-3.9065
2021,10,23,20,40,0,-3.0346
2021,10,23,20,50,0,-3.8725
2021,10,23,21,0,0,-3.7926
2021,10,23,21,10,0,-3.6708
2021,10,23,21,20,0,-3.2491
2021,10,23,21,30,0,-3.5748
2021,10,23,21,40,0,-3.6491
2021,10,23,21,50,0,-3.5489
2021,10,23,22,0,0,-3.4686
2021,10,23,22,10,0,-3.8094
2021,10,23,22,20,0,-3.7102
2021,10,23,22,30,0,-3.5738
2021,10,23,22,40,0,-3.7197
2021,10,23,22,50,0,-3.8085
2021,10,23,23,0,0,-2.7618
2021,10,23,23,10,0,-2.8653
2021,10,23,23,20,0,-3.0534
2021,10,23,23,30,0,-3.162
2021,10,23,23,40,0,-3.8993
2021,10,23,23,50,0,-3.5715
2021,10,24,0,0,0,-3.257
2021,10,24,0,10,0,-3.7594
2021,10,24,0,20,0,-3.052
2021,10,24,0,30,0,-2.3182
2021,10,24,0,40,0,-2.307
2021,10,24,0,50,0,-2.8147
2021,10,24,1,0,0,-2.8945
2021,10,24,1,10,0,-2.1245
2021,10,24,1,20,0,-1.9899
2021,10,24,1,30,0,-3.8007
2021,10,24,1,40,0,-1.8752
2021,10,24,1,50,0,-2.3335
2021,10,24,2,0,0,-2.4995
2021,10,24,2,10,0,-2.671
2021,10,24,2,20,0,-2.7682
2021,10,24,2,30,0,-2.7937
2021,10,24,2,40,0,-3.1941
2021,10,24,2,50,0,-2.0779
2021,10,24,3,0,0,-1.9365
